CustomerID,Recency,Frequency,Monetary,Cluster,Segment
12454.0,56,1,3528.34,0,Occasional
12455.0,73,6,2466.86,0,Regular
12456.0,44,3,3181.04,0,Occasional
12457.0,66,7,2363.23,0,Regular
12458.0,71,2,947.4,0,Occasional
12461.0,94,2,826.88,0,Occasional
12462.0,19,2,1189.59,0,Occasional
12463.0,53,4,1344.78,0,Occasional
12464.0,10,8,1212.05,0,Regular
12465.0,17,2,742.19,0,Occasional
12468.0,188,2,729.54,1,Occasional
12471.0,2,30,19824.05,3,High-Value
12472.0,32,7,6572.11,0,Regular
12473.0,29,5,3938.55,0,Regular
12474.0,17,18,7375.79,3,High-Value
12475.0,54,1,723.38,0,Occasional
12476.0,16,11,6816.42,0,High-Value
12477.0,23,6,13219.74,0,Regular
12478.0,4,1,680.99,0,Occasional
12479.0,11,1,527.2,0,Occasional
12480.0,28,4,3281.63,0,Occasional
12481.0,23,10,5596.32,0,Regular
12483.0,17,8,2484.98,0,Regular
12484.0,33,6,4541.72,0,Regular
12488.0,10,3,1298.66,0,Occasional
12489.0,336,1,334.93,1,At-Risk
12490.0,5,10,5417.93,0,Regular
12491.0,39,1,460.40000000000003,0,Occasional
12492.0,63,2,263.21000000000004,0,Occasional
12493.0,166,2,433.74,1,Occasional
12494.0,16,7,1246.1,0,Regular
12497.0,82,1,1043.1,0,Occasional
12498.0,21,3,403.70000000000005,0,Occasional
12500.0,23,11,4257.82,0,High-Value
12501.0,337,1,2169.39,1,At-Risk
12502.0,96,5,3723.87,0,Occasional
12504.0,18,2,482.04999999999995,0,Occasional
12506.0,233,1,73.5,1,At-Risk
12507.0,134,3,1304.81,0,Occasional
12508.0,26,2,398.27,0,Occasional
12509.0,284,1,176.5,1,At-Risk
12510.0,143,2,982.5699999999999,0,Occasional
12512.0,66,2,138.03,0,Occasional
12513.0,113,1,612.29,0,Occasional
12514.0,267,1,1017.6800000000001,1,At-Risk
12515.0,353,1,383.7,1,At-Risk
12516.0,78,2,1312.06,0,Occasional
12517.0,28,5,2502.84,0,Regular
12518.0,1,5,2056.89,0,Regular
12519.0,64,1,340.84000000000003,0,Occasional
12520.0,79,5,2634.26,0,Regular
12521.0,143,1,599.68,1,Occasional
12522.0,39,2,192.72,0,Occasional
12523.0,19,11,1789.77,0,High-Value
12524.0,9,8,4485.72,0,Regular
12526.0,1,3,1316.66,0,Occasional
12527.0,82,3,348.71000000000004,0,Occasional
12528.0,9,6,1933.48,0,Regular
12530.0,60,4,1662.28,0,Occasional
12531.0,15,1,125.22,0,Occasional
12532.0,30,1,349.83000000000004,0,Occasional
12534.0,131,1,1089.18,0,Occasional
12535.0,92,2,716.35,0,Occasional
12536.0,43,3,12601.830000000002,0,Occasional
12538.0,29,1,363.95,0,Occasional
12539.0,22,4,5568.35,0,Occasional
12540.0,20,17,13400.24,3,High-Value
12541.0,30,3,981.18,0,Occasional
12544.0,36,1,372.7,0,Occasional
12545.0,75,2,1000.39,0,Occasional
12546.0,47,2,1161.5,0,Occasional
12547.0,198,2,207.8,1,Occasional
12548.0,166,1,95.19999999999999,1,Occasional
12550.0,79,1,964.83,0,Occasional
12551.0,358,1,168.0,1,At-Risk
12552.0,39,2,437.82,0,Occasional
12553.0,8,10,3692.28,0,Regular
12556.0,50,2,603.71,0,Occasional
12557.0,16,5,11990.960000000001,0,Regular
12558.0,8,1,269.96,0,Occasional
12559.0,311,2,561.71,1,Occasional
12560.0,5,3,2134.01,0,Occasional
12561.0,303,1,238.85,1,At-Risk
12562.0,8,7,3781.7400000000002,0,Regular
12564.0,261,1,456.90000000000003,1,At-Risk
12565.0,289,1,145.92000000000002,1,At-Risk
12566.0,86,1,351.65,0,Occasional
12567.0,23,10,9401.28,0,Regular
12569.0,2,32,4124.6900000000005,3,High-Value
12571.0,40,2,519.61,0,Occasional
12572.0,9,2,1020.4200000000001,0,Occasional
12573.0,227,1,160.54000000000002,1,At-Risk
12574.0,316,1,218.45000000000002,1,At-Risk
12576.0,36,5,1315.83,0,Regular
12577.0,35,3,657.8,0,Occasional
12578.0,21,2,2794.51,0,Occasional
12579.0,78,1,440.42,0,Occasional
12580.0,247,1,415.7,1,At-Risk
12581.0,40,1,197.71,0,Occasional
12582.0,239,2,511.36,1,Occasional
12583.0,3,15,7281.38,3,High-Value
12584.0,4,9,2338.15,0,Regular
12585.0,234,2,2040.1,1,Occasional
12586.0,17,1,196.94000000000003,0,Occasional
12587.0,8,1,144.0,0,Occasional
12588.0,39,1,214.89999999999998,0,Occasional
12589.0,29,2,646.68,0,Occasional
12590.0,211,2,9864.26,1,Occasional
12591.0,317,1,452.84999999999997,1,At-Risk
12592.0,92,2,437.6,0,Occasional
12593.0,109,3,418.1,0,Occasional
12594.0,38,10,3338.2200000000003,0,Regular
12596.0,51,2,618.27,0,Occasional
12597.0,19,4,3811.22,0,Occasional
12598.0,10,8,3023.08,0,Regular
12599.0,29,7,1032.58,0,Regular
12600.0,29,10,2599.04,0,Regular
12601.0,190,5,577.0600000000001,1,Occasional
12602.0,59,1,153.12,0,Occasional
12603.0,22,1,739.1999999999999,0,Occasional
12604.0,79,2,254.18,0,Occasional
12607.0,60,1,1579.51,0,Occasional
12609.0,78,3,1126.85,0,Occasional
12610.0,23,5,2099.54,0,Regular
12611.0,52,1,1193.32,0,Occasional
12612.0,74,1,704.04,0,Occasional
12613.0,57,5,3344.38,0,Regular
12614.0,278,1,315.6,1,At-Risk
12615.0,2,4,2291.19,0,Occasional
12616.0,95,2,713.3,0,Occasional
12617.0,29,1,355.53000000000003,0,Occasional
12618.0,22,1,177.31,0,Occasional
12619.0,16,9,3641.24,0,Regular
12620.0,15,3,1339.41,0,Occasional
12621.0,2,20,13689.67,3,High-Value
12622.0,232,1,180.1,1,At-Risk
12623.0,276,1,305.1,1,At-Risk
12624.0,106,2,641.13,0,Occasional
12625.0,212,2,2683.82,1,Occasional
12626.0,23,9,6620.4800000000005,0,Regular
12627.0,11,7,4478.53,0,Regular
12628.0,4,3,786.46,0,Occasional
12630.0,10,2,1270.88,0,Occasional
12631.0,57,1,640.5,0,Occasional
12633.0,59,4,2163.98,0,Occasional
12635.0,90,2,1689.18,0,Occasional
12637.0,67,8,6021.9,0,Regular
12638.0,33,1,671.69,0,Occasional
12639.0,239,1,486.1,1,At-Risk
12640.0,24,3,1174.58,0,Occasional
12641.0,115,1,185.9,0,Occasional
12642.0,25,3,1013.26,0,Occasional
12643.0,128,6,3344.64,0,Occasional
12644.0,130,1,477.90999999999997,0,Occasional
12645.0,34,4,1775.18,0,Occasional
12646.0,5,2,1346.97,0,Occasional
12647.0,22,12,3722.82,0,High-Value
12648.0,155,1,318.05,1,Occasional
12649.0,107,3,623.51,0,Occasional
12650.0,3,1,314.44,0,Occasional
12651.0,335,1,114.0,1,At-Risk
12652.0,331,1,919.98,1,At-Risk
12653.0,149,2,2209.85,1,Occasional
12654.0,11,5,601.98,0,Regular
12656.0,17,5,4051.17,0,Regular
12657.0,11,4,1643.18,0,Occasional
12658.0,19,1,686.05,0,Occasional
12659.0,30,1,91.68,0,Occasional
12660.0,11,1,245.10000000000002,0,Occasional
12662.0,1,11,3849.78,0,High-Value
12664.0,8,9,4881.88,0,Regular
12665.0,325,1,63.0,1,At-Risk
12667.0,58,1,620.13,0,Occasional
12668.0,12,4,3807.15,0,Occasional
12669.0,151,3,2744.0299999999997,1,Occasional
12670.0,10,5,2996.05,0,Regular
12672.0,330,1,225.9,1,At-Risk
12673.0,5,2,610.52,0,Occasional
12674.0,39,4,1970.6,0,Occasional
12676.0,25,6,1331.39,0,Regular
12678.0,42,12,17628.46,3,Regular
12679.0,59,4,1113.02,0,Occasional
12680.0,1,4,862.81,0,Occasional
12681.0,15,22,13787.54,3,High-Value
12682.0,4,31,12288.22,3,High-Value
12683.0,4,15,8476.57,3,High-Value
12684.0,8,7,2283.63,0,Regular
12685.0,28,6,2863.08,0,Regular
12686.0,372,1,89.14,1,At-Risk
12688.0,114,1,4873.81,0,Occasional
12689.0,26,2,1247.6100000000001,0,Occasional
12690.0,206,1,389.01,1,At-Risk
12691.0,28,6,1035.8,0,Regular
12693.0,127,4,855.91,0,Occasional
12694.0,70,2,869.67,0,Occasional
12695.0,7,4,582.1,0,Occasional
12697.0,29,3,957.59,0,Occasional
12700.0,8,4,4939.99,0,Occasional
12701.0,80,2,797.71,0,Occasional
12702.0,20,1,219.0,0,Occasional
12703.0,71,1,283.55,0,Occasional
12704.0,7,8,2340.84,0,Regular
12705.0,15,9,6868.29,0,Regular
12707.0,292,1,603.42,1,At-Risk
12708.0,30,10,2712.91,0,Regular
12709.0,15,15,9736.52,3,High-Value
12710.0,97,3,1149.02,0,Occasional
12712.0,29,13,4396.13,0,High-Value
12713.0,1,1,848.55,0,Occasional
12714.0,9,5,4708.86,0,Regular
12715.0,106,1,353.86,0,Occasional
12716.0,4,2,1053.49,0,Occasional
12717.0,151,2,1030.98,1,Occasional
12718.0,71,1,238.25,0,Occasional
12719.0,5,2,644.95,0,Occasional
12720.0,3,25,5781.7300000000005,3,High-Value
12721.0,32,6,2656.13,0,Regular
12722.0,85,4,997.63,0,Occasional
12723.0,4,5,725.07,0,Regular
12724.0,5,4,1031.41,0,Occasional
12725.0,371,1,427.8,1,At-Risk
12726.0,28,7,2609.1,0,Regular
12727.0,11,7,3980.7000000000003,0,Regular
12728.0,71,4,836.33,0,Occasional
12729.0,114,1,453.01,0,Occasional
12731.0,24,12,18895.91,3,High-Value
12732.0,180,1,236.26000000000002,1,Occasional
12733.0,234,1,383.95,1,At-Risk
12734.0,353,1,110.39999999999999,1,At-Risk
12735.0,315,2,779.5699999999999,1,Occasional
12736.0,333,1,234.0,1,At-Risk
12738.0,372,1,155.35,1,At-Risk
12739.0,78,2,1013.04,0,Occasional
12740.0,64,1,427.6,0,Occasional
12743.0,134,2,546.43,0,Occasional
12744.0,52,7,21279.29,3,Regular
12747.0,2,11,4196.01,0,High-Value
12748.0,1,209,33719.73,2,High-Value
12749.0,4,5,4090.88,0,Regular
12750.0,129,1,275.88,0,Occasional
12752.0,81,1,4366.78,0,Occasional
12753.0,23,6,21429.39,0,Regular
12754.0,236,3,3010.74,1,Occasional
12755.0,281,2,3811.9500000000003,1,Occasional
12756.0,87,1,112.08,0,Occasional
12757.0,16,13,7857.1,3,High-Value
12758.0,117,2,2791.59,0,Occasional
12759.0,52,3,1531.44,0,Occasional
12762.0,8,2,1898.52,0,Occasional
12763.0,138,2,494.08,0,Occasional
12764.0,317,1,1693.88,1,At-Risk
12766.0,4,7,6989.63,0,Regular
12769.0,239,1,1143.6,1,At-Risk
12770.0,211,1,1351.45,1,At-Risk
12772.0,60,1,892.47,0,Occasional
12775.0,17,5,1386.04,0,Regular
12778.0,20,6,822.23,0,Regular
12779.0,38,8,3981.36,0,Regular
12781.0,64,2,826.74,0,Occasional
12782.0,5,5,2330.92,0,Regular
12783.0,2,6,2225.91,0,Regular
12784.0,9,2,574.42,0,Occasional
12785.0,364,1,311.95,1,At-Risk
12787.0,10,3,463.66,0,Occasional
12789.0,65,1,91.85,0,Occasional
12790.0,192,1,324.92,1,At-Risk
12791.0,374,1,192.60000000000002,1,At-Risk
12792.0,257,1,400.54,1,At-Risk
12793.0,335,2,545.48,1,Occasional
12794.0,53,2,860.41,0,Occasional
12795.0,19,1,430.48,0,Occasional
12797.0,366,1,254.03,1,At-Risk
12798.0,10,3,6977.04,0,Occasional
12802.0,187,1,427.58,1,At-Risk
12808.0,37,3,483.65000000000003,0,Occasional
12809.0,178,1,489.31,1,Occasional
12811.0,261,3,514.85,1,Occasional
12812.0,45,1,229.64000000000001,0,Occasional
12814.0,102,1,125.92,0,Occasional
12815.0,148,2,1063.46,1,Occasional
12816.0,96,2,572.2,0,Occasional
12817.0,281,1,166.04000000000002,1,At-Risk
12818.0,262,1,1542.08,1,At-Risk
12820.0,3,4,942.34,0,Occasional
12821.0,214,1,92.72,1,At-Risk
12822.0,71,2,948.88,0,Occasional
12823.0,75,5,1759.5,0,Regular
12824.0,60,1,397.12,0,Occasional
12826.0,3,7,1474.72,0,Regular
12827.0,6,3,430.15,0,Occasional
12828.0,3,6,1018.71,0,Regular
12829.0,337,2,293.0,1,Occasional
12830.0,38,6,6814.64,0,Regular
12831.0,262,1,215.05,1,At-Risk
12832.0,32,2,383.03000000000003,0,Occasional
12833.0,145,1,417.38,1,Occasional
12834.0,283,1,312.38,1,At-Risk
12836.0,59,4,2612.86,0,Occasional
12837.0,173,1,134.1,1,Occasional
12838.0,34,2,683.13,0,Occasional
12839.0,3,14,5591.42,3,High-Value
12840.0,144,4,2726.77,0,Occasional
12841.0,5,25,4022.35,3,High-Value
12842.0,70,2,1118.99,0,Occasional
12843.0,66,8,1702.26,0,Regular
12844.0,29,2,325.96000000000004,0,Occasional
12845.0,267,4,354.09000000000003,1,Occasional
12847.0,22,1,871.54,0,Occasional
12849.0,31,2,1050.89,0,Occasional
12851.0,97,1,135.18,0,Occasional
12852.0,295,1,311.55,1,At-Risk
12853.0,135,6,1957.1000000000001,0,Occasional
12854.0,79,3,1324.5,0,Occasional
12855.0,373,1,38.1,1,At-Risk
12856.0,8,6,2179.93,0,Regular
12857.0,211,2,1106.4,1,Occasional
12863.0,52,1,521.2,0,Occasional
12864.0,138,1,147.12,0,Occasional
12865.0,26,2,1568.23,0,Occasional
12866.0,283,1,559.12,1,At-Risk
12867.0,26,7,4036.82,0,Regular
12868.0,186,6,1607.0600000000002,1,Occasional
12871.0,84,2,380.64,0,Occasional
12872.0,327,2,599.97,1,Occasional
12873.0,282,1,374.0,1,At-Risk
12875.0,143,2,343.2300000000001,0,Occasional
12876.0,58,2,2218.02,0,Occasional
12877.0,4,12,1535.77,0,High-Value
12878.0,236,2,854.99,1,Occasional
12879.0,45,3,573.22,0,Occasional
12881.0,276,1,298.0,1,At-Risk
12882.0,9,2,1463.04,0,Occasional
12883.0,25,4,703.47,0,Occasional
12884.0,88,1,309.05,0,Occasional
12885.0,63,3,1175.22,0,Occasional
12886.0,68,2,1378.4,0,Occasional
12888.0,214,2,354.12,1,Occasional
12890.0,24,1,380.46999999999997,0,Occasional
12891.0,186,3,331.0,1,Occasional
12893.0,31,1,188.14,0,Occasional
12895.0,42,2,372.8,0,Occasional
12897.0,205,2,216.5,1,Occasional
12901.0,9,28,17654.54,3,High-Value
12902.0,265,1,138.68,1,At-Risk
12904.0,18,2,509.58,0,Occasional
12906.0,12,5,2919.81,0,Regular
12908.0,176,2,750.0,1,Occasional
12909.0,40,5,2178.67,0,Regular
12910.0,23,8,3075.04,0,Regular
12912.0,3,5,1662.3,0,Regular
12913.0,5,5,2483.63,0,Regular
12915.0,149,2,363.65,1,Occasional
12916.0,139,4,3006.15,0,Occasional
12917.0,128,1,594.0,0,Occasional
12919.0,8,6,1335.19,0,Regular
12920.0,17,1,164.23,0,Occasional
12921.0,9,37,16587.09,3,High-Value
12922.0,161,1,405.38,1,Occasional
12923.0,64,1,176.97,0,Occasional
12924.0,88,4,933.7,0,Occasional
12925.0,5,2,694.05,0,Occasional
12928.0,35,5,2062.7,0,Regular
12929.0,312,1,117.85,1,At-Risk
12930.0,78,2,415.8,0,Occasional
12931.0,22,15,42055.96,3,High-Value
12933.0,24,3,607.53,0,Occasional
12935.0,2,7,2160.7,0,Regular
12936.0,17,4,1063.9,0,Occasional
12937.0,15,4,1504.27,0,Occasional
12938.0,26,1,114.14,0,Occasional
12939.0,64,8,11581.8,0,Regular
12940.0,55,2,913.54,0,Occasional
12942.0,131,3,683.9,0,Occasional
12944.0,36,2,604.51,0,Occasional
12945.0,288,1,462.95,1,At-Risk
12947.0,144,6,1603.99,0,Occasional
12948.0,16,7,2064.95,0,Regular
12949.0,31,8,4167.22,0,Regular
12950.0,2,3,1843.0,0,Occasional
12951.0,9,6,1064.07,0,Regular
12952.0,6,4,1387.79,0,Occasional
12953.0,10,1,329.85,0,Occasional
12955.0,1,11,4757.16,0,High-Value
12956.0,306,1,108.07,1,At-Risk
12957.0,10,8,4017.54,0,Regular
12962.0,7,2,266.39,0,Occasional
12963.0,8,8,1856.63,0,Regular
12965.0,89,1,771.91,0,Occasional
12966.0,10,1,160.18,0,Occasional
12967.0,358,2,1660.9,1,Occasional
12968.0,112,1,135.95,0,Occasional
12970.0,7,4,452.24,0,Occasional
12971.0,4,86,11189.91,3,High-Value
12974.0,198,1,144.8,1,At-Risk
12976.0,212,1,738.6,1,At-Risk
12977.0,156,1,39.239999999999995,1,Occasional
12980.0,158,9,7374.900000000001,0,Occasional
12981.0,30,2,372.21999999999997,0,Occasional
12982.0,243,1,390.54,1,At-Risk
12984.0,19,1,97.5,0,Occasional
12985.0,1,2,1239.38,0,Occasional
12987.0,74,2,558.7,0,Occasional
12988.0,292,1,535.32,1,At-Risk
12989.0,3,15,6924.11,3,High-Value
12990.0,31,3,409.5,0,Occasional
12991.0,23,2,503.76,0,Occasional
12993.0,23,4,414.76,0,Occasional
12994.0,4,3,974.42,0,Occasional
12995.0,85,1,211.32,0,Occasional
12997.0,22,4,1226.89,0,Occasional
12999.0,196,3,455.88,1,Occasional
13000.0,107,3,534.85,0,Occasional
13001.0,4,13,9818.82,3,High-Value
13002.0,318,1,120.95,1,At-Risk
13003.0,106,3,149.05,0,Occasional
13004.0,12,18,5655.91,3,High-Value
13005.0,174,2,513.7,1,Occasional
13006.0,56,1,81.57,0,Occasional
13008.0,323,1,229.47,1,At-Risk
13011.0,372,1,50.550000000000004,1,At-Risk
13012.0,9,8,1661.8400000000001,0,Regular
13013.0,1,13,4810.9400000000005,0,High-Value
13014.0,11,10,3466.28,0,Regular
13015.0,53,5,3346.28,0,Regular
13016.0,73,3,789.89,0,Occasional
13017.0,7,1,204.0,0,Occasional
13018.0,16,28,7277.7,3,High-Value
13021.0,4,9,2616.38,0,Regular
13023.0,64,2,689.9,0,Occasional
13026.0,1,5,975.36,0,Regular
13027.0,114,6,6912.0,0,Occasional
13028.0,23,2,661.3199999999999,0,Occasional
13029.0,31,3,1247.5,0,Occasional
13030.0,11,2,799.48,0,Occasional
13032.0,52,2,1010.1800000000001,0,Occasional
13033.0,357,1,190.55,1,At-Risk
13034.0,55,2,642.77,0,Occasional
13035.0,74,2,921.88,0,Occasional
13037.0,138,3,881.07,0,Occasional
13038.0,80,3,908.46,0,Occasional
13040.0,9,2,676.99,0,Occasional
13043.0,273,1,516.42,1,At-Risk
13044.0,291,1,560.47,1,At-Risk
13045.0,99,1,305.28000000000003,0,Occasional
13046.0,31,2,629.31,0,Occasional
13047.0,32,10,3237.54,0,Regular
13048.0,14,4,1835.91,0,Occasional
13049.0,64,2,656.6800000000001,0,Occasional
13050.0,15,17,5836.86,3,High-Value
13052.0,212,1,348.15000000000003,1,At-Risk
13055.0,78,3,1214.41,0,Occasional
13058.0,25,3,271.40000000000003,0,Occasional
13059.0,250,1,183.4,1,At-Risk
13060.0,254,1,307.53000000000003,1,At-Risk
13061.0,72,1,248.61,0,Occasional
13062.0,191,1,346.98,1,At-Risk
13064.0,13,4,1119.49,0,Occasional
13065.0,373,1,205.86,1,At-Risk
13066.0,24,2,470.8,0,Occasional
13067.0,82,1,115.46000000000001,0,Occasional
13068.0,10,2,344.0,0,Occasional
13069.0,1,24,4436.12,3,High-Value
13070.0,192,1,228.8,1,At-Risk
13072.0,267,1,177.15,1,At-Risk
13075.0,130,1,919.61,0,Occasional
13077.0,1,4,729.27,0,Occasional
13078.0,3,26,12627.94,3,High-Value
13079.0,4,5,220.10000000000002,0,Regular
13080.0,179,1,58.08,1,Occasional
13081.0,12,11,28337.38,3,High-Value
13082.0,126,9,3613.63,0,Occasional
13083.0,4,2,303.75,0,Occasional
13085.0,158,2,416.08,1,Occasional
13089.0,3,97,58825.83,2,High-Value
13090.0,9,14,8910.82,3,High-Value
13091.0,28,1,345.82,0,Occasional
13092.0,71,5,477.83,0,Regular
13093.0,276,8,7832.47,1,Occasional
13094.0,21,12,1927.3200000000002,0,High-Value
13095.0,71,1,74.39999999999999,0,Occasional
13097.0,33,10,6010.42,0,Regular
13098.0,1,28,28882.44,3,High-Value
13099.0,99,1,207.36,0,Occasional
13101.0,234,1,101.19,1,At-Risk
13102.0,1,24,6424.09,3,High-Value
13103.0,40,1,243.94,0,Occasional
13104.0,3,6,1098.48,0,Regular
13106.0,133,1,76.5,0,Occasional
13107.0,44,4,1531.6200000000001,0,Occasional
13108.0,373,1,350.06,1,At-Risk
13109.0,60,2,786.54,0,Occasional
13110.0,31,7,1488.67,0,Regular
13113.0,1,24,12245.960000000001,3,High-Value
13115.0,12,4,2294.78,0,Occasional
13116.0,138,1,501.14,0,Occasional
13117.0,22,8,984.91,0,Regular
13118.0,20,5,1197.81,0,Regular
13120.0,239,1,30.6,1,At-Risk
13121.0,269,1,283.73,1,At-Risk
13122.0,94,2,922.39,0,Occasional
13124.0,90,3,3866.33,0,Occasional
13126.0,5,8,2099.64,0,Regular
13127.0,78,1,259.17,0,Occasional
13130.0,94,1,64.0,0,Occasional
13131.0,23,3,1073.3,0,Occasional
13132.0,262,1,77.3,1,At-Risk
13133.0,274,2,109.8,1,Occasional
13134.0,86,4,1793.58,0,Occasional
13135.0,197,1,3096.0,1,At-Risk
13136.0,56,5,2607.61,0,Regular
13137.0,11,8,3650.41,0,Regular
13138.0,22,6,962.39,0,Regular
13139.0,16,7,5064.9400000000005,0,Regular
13140.0,108,3,423.72,0,Occasional
13141.0,85,5,2388.75,0,Occasional
13142.0,19,1,307.09000000000003,0,Occasional
13144.0,333,1,110.95,1,At-Risk
13145.0,40,4,618.52,0,Occasional
13146.0,26,1,228.91,0,Occasional
13147.0,10,4,712.8,0,Occasional
13148.0,29,12,3707.12,0,High-Value
13149.0,14,4,1676.06,0,Occasional
13151.0,296,1,1257.8700000000001,1,At-Risk
13153.0,6,1,486.22,0,Occasional
13155.0,33,4,971.76,0,Occasional
13157.0,49,4,1741.22,0,Occasional
13158.0,95,4,1201.06,0,Occasional
13159.0,9,4,1437.85,0,Occasional
13160.0,22,1,91.8,0,Occasional
13161.0,313,1,112.75,1,At-Risk
13162.0,122,4,1688.29,0,Occasional
13165.0,46,2,1021.48,0,Occasional
13166.0,283,1,417.2,1,At-Risk
13167.0,19,4,791.33,0,Occasional
13168.0,36,4,1319.19,0,Occasional
13169.0,64,2,712.88,0,Occasional
13170.0,27,1,116.00999999999999,0,Occasional
13171.0,22,3,468.41,0,Occasional
13173.0,4,2,353.65000000000003,0,Occasional
13174.0,16,3,2817.03,0,Occasional
13176.0,46,1,492.84,0,Occasional
13177.0,65,1,282.45,0,Occasional
13178.0,26,11,5725.47,0,High-Value
13182.0,45,1,121.18,0,Occasional
13183.0,8,9,3957.78,0,Regular
13184.0,15,10,1701.29,0,Regular
13185.0,268,1,71.4,1,At-Risk
13186.0,40,3,1575.89,0,Occasional
13187.0,337,1,236.02,1,At-Risk
13188.0,11,1,114.6,0,Occasional
13189.0,19,2,260.68,0,Occasional
13192.0,95,2,911.94,0,Occasional
13193.0,61,1,117.88,0,Occasional
13194.0,136,1,60.7,0,Occasional
13196.0,11,4,1797.78,0,Occasional
13198.0,10,6,3401.2400000000002,0,Regular
13199.0,4,38,9817.12,3,High-Value
13200.0,19,4,870.09,0,Occasional
13203.0,10,4,869.46,0,Occasional
13207.0,15,2,250.26000000000002,0,Occasional
13208.0,59,6,1223.9,0,Regular
13209.0,30,8,5891.61,0,Regular
13210.0,94,1,353.48,0,Occasional
13211.0,10,3,1197.42,0,Occasional
13212.0,20,3,788.08,0,Occasional
13213.0,57,5,1520.58,0,Regular
13216.0,268,1,333.74,1,At-Risk
13217.0,122,3,533.98,0,Occasional
13218.0,127,1,62.64,0,Occasional
13220.0,78,4,819.2900000000001,0,Occasional
13221.0,240,2,847.41,1,Occasional
13223.0,200,2,163.2,1,Occasional
13224.0,60,2,2155.95,0,Occasional
13225.0,3,7,6463.84,0,Regular
13226.0,273,1,108.21000000000001,1,At-Risk
